X,Y,OBJECTID_1,UniqueID,ProjectName,AwardDateYearFunded,City,SiteAddress,County,ParcelTaxID,Latitude,Longitude,FundingSource,TotalBrownfieldIncentives,F381ApprovedAmount,GrantAwardAmount,LoanAwardAmount,WaterfrontAwardAmount,BrownfieldSiteAssessment,StateFundedCleanupAmountSpent,Acreage,DevelopmentType
-83.781553,42.283288,544,2200904010,Maple Shoppes Redevelopment Project,2009/04/21 00:00:00+00,Ann Arbor,North Maple Road and Dexter Avenue,Washtenaw,"09-09-30-227-001, 09-09-19-310-024, 09-09-30-227-036",42.283288,-83.781553,381,355135,"$355,135 ",,,0,,0,2.7,C1B Community Convenience Center
-83.881333,43.603623,545,2199405002,Marcan Property (Bay City),1994/05/31 00:00:00+00,Bay City,800 Woodside Ave,BAY,<null> ,43.603623,-83.881333,SRG,147200,,"$147,200 ",,0,,0,0,Industrial
-82.491463,42.716121,546,2200004015,Marine City Nautical Mile Riverwalk WF Development,2000/04/13 00:00:00+00,Marine City,303 S Water St,SAINT CLAIR,<null> ,42.716121,-82.491463,WRG,558600,,,,558600,,0,0,Park/Recreational
-84.4780029999999,45.6423750000001,547,2200601003,Mariner Village,2006/01/20 00:00:00+00,Cheboygan,Main and Pine Streets (4 parcels),Cheboygan,<null> ,45.642375,-84.478003,381,154132,"$154,132 ",,,0,,0,0,B-3 General Business
-83.8922219999999,43.593333,548,2200710030,Maritime Heritage Center,2007/10/25 00:00:00+00,Bay City,301 N. Water St.,Bay,<null> ,43.593333,-83.892222,<null> ,0,,,,0,Yes,0,8.57,Museum
-85.6765579999999,42.9582540000001,549,2201608025,Market Avenue Place Project 381 ,2016/08/23 00:00:00+00,Grand Rapids,"234 Market Avenue, 257 Finney Avenue SW",Kent,"41-13-25-456-009, -006",42.958254,-85.676558,381,1049020,"$1,049,020 ",,,0,,0,2,Mixed Use
-86.459324,42.1118880000001,550,2199803003,"Market, Miller, Territorial Streets, Benton Harbor",1998/03/02 00:00:00+00,Benton Harbor,"271 & 261 Market ST, 353 & 381 Miller St. 432, 424, 412, & 404 Territorial Rd",BERRIEN,<null> ,42.111888,-86.459324,SAF,62146,,"$62,146 ",,0,,0,4,Industrial
-84.547474,42.7364660000001,551,2201703843,Marketplace Development - Phase 2,2017/03/17 00:00:00+00,Lansing,313 North Cedar Street,Ingham,33-01-01-16-253-033,42.736466,-84.547474,381,168738,"$168,738.00 ",,,,,,3.64,
-87.394359,46.478682,552,2200105024,Marquette Honor School,2001/05/07 00:00:00+00,Harvey,W end of Silver Creek Rd.,Marquette,<null> ,46.478682,-87.394359,<null> ,0,,,,0,Yes,0,460,Comm. Dev.
-87.376213,46.546568,553,2200309023,Marquette Lighthouse,2003/09/29 00:00:00+00,Marquette,End of E Arch St,MARQUETTE,<null> ,46.546568,-87.376213,WRG,36000,,,,36000,,0,0,Not Required
-83.382935,41.9160860000001,554,2200408024,Mason Run,2004/08/31 00:00:00+00,Monroe,921 E. Elm Ave,MONROE,"58-55-59-01787, 58-55-59-01788",41.916086,-83.382935,BRL,800000,,,"$800,000 ",0,,0,8,Residential
-83.38393,41.9159900000001,555,2199911048,Mason Run Project -SRP (Monroe)formerly Consolidated Packaging,1999/11/02 00:00:00+00,Monroe,"Bounded by E. Elm, Baptiste, E. Noble, and railroad tracks",MONROE,58-55-49-01498-000,41.91599,-83.38393,"SRG, RRL",2000000,,"$1,000,000 ","$1,000,000 ",0,,0,0,Residential
-87.419226,46.5462190000001,556,2199302002,McClellan/Washington (Marquette),1993/02/25 00:00:00+00,Marquette,1110 W. Washington St,MARQUETTE,<null> ,46.546219,-87.419226,SRG,485000,,"$485,000 ",,0,,0,0,Commercial
-83.030139,42.3583410000001,557,2200207018,McDougal St. Property,2002/07/24 00:00:00+00,Detroit,3601 McDougal,Wayne,<null> ,42.358341,-83.030139,<null> ,0,,,,0,Yes,0,0.22,Light Industrial
-83.061389,42.3683330000001,558,2199806016,"MCI, Inc.",1998/06/17 00:00:00+00,Detroit,666 & 770 Harper Ave.,Wayne,<null> ,42.368333,-83.061389,<null> ,0,,,,0,Yes,0,0.5,Unknown
-86.516199,42.026413,559,2200911029,Meijer (former Paramount Die Cast/LECO),2009/11/09 00:00:00+00,Lincoln Charter Township,5019 Red Arrow Highway,Berrien,"11-12-0021-0001-07-5, 11-12-0021-0004-38-4, 11-12-0021-0007-01-4, 11-12-0021-0007-06-5, 11-12-0021-0007-07-3, 11-12-0021-0007-09-0",42.026413,-86.516199,"381, RRL",7153631,"$5,653,631 ",,"$1,500,000 ",0,,0,27.22,Highway Commercial
-86.516199,42.026413,560,2200911031,Meijer Lincoln Township Site,2009/11/19 00:00:00+00,Stevensville,5019 Red Arrow Highway,Berrien,<null> ,42.026413,-86.516199,RRL,1500000,,,"$1,500,000 ",0,,0,27,Commercial
-85.609394,44.7424110000001,561,2200208020,Melling Tool,2002/08/22 00:00:00+00,Traverse City,Woodmere Ave. and Premier Street,Grand Traverse,<null> ,44.742411,-85.609394,381,94000,"$94,000 ",,,0,,0,24.21,Planned Unit Development
-83.190556,42.2752780000001,562,2199804007,Melvindale Property,1998/04/08 00:00:00+00,Melvindale,19270-19280 Allen Rd.,Wayne,<null> ,42.275278,-83.190556,<null> ,0,,,,0,Yes,0,2.5,Self Serve Storage
-85.410927,44.260771,563,2199702005,Metal Casters,1997/02/11 00:00:00+00,Cadillac,411 7th St,WEXFORD,<null> ,44.260771,-85.410927,SRG,750000,,"$750,000 ",,0,,0,4.84,Industrial
-83.1075,42.3313890000001,564,2200404005,Michigan & 31st Properties,2004/04/29 00:00:00+00,Detroit,4638-4730 Michigan/3724 31st,Wayne,<null> ,42.331389,-83.1075,<null> ,0,,,,0,Yes,0,0.83,Commercial
-83.3176539999999,42.290784,565,2199410017,Michigan Ave Greenhouse,1994/10/18 00:00:00+00,Inkster,28321 Michigan Ave,WAYNE,<null> ,42.290784,-83.317654,SAF,271000,,"$271,000 ",,0,,0,0,Residential
-84.373861,42.25771,566,2200004007,"Michigan Industrial Holdings, Inc. (MIHI)  Blackman Township",2000/04/06 00:00:00+00,Blackman Township,2300 Leroy Street,JACKSON,<null> ,42.25771,-84.373861,SRG,721000,,"$721,000 ",,0,,0,20.5,Commercial
-83.1925659999999,42.2509450000001,567,2199804010,Michigan Liquor Control Commission Property,1998/04/29 00:00:00+00,Lincoln Park,2251 Dix Hwy,WAYNE,<null> ,42.250945,-83.192566,SAF,40447,,"$40,447 ",,0,,0,12.75,Commercial
-84.526106,42.6486190000001,568,220190325,Michigan State University Federal Credit Union ,2019/03/27 00:00:00+00,Holt,2313 Cedar Street ,Ingham,33-25-05-15-278-009,42.648619,-84.526106,"RPG, 381",5633982,,"$370,000 ",,,,,1.28,General business
-88.452188,47.248884,569,2200110043,Mihelish Rendering Plant,2001/10/01 00:00:00+00,Calumet,400 Block of 5th St.,Houghton,<null> ,47.248884,-88.452188,<null> ,0,,,,0,Yes,0,0.25,Nat. park
-83.600828,42.591916,570,2201702853,Milford Place,2017/02/16 00:00:00+00,Milford,505 N Main Street,Oakland,16-10-228-003,42.591916,-83.600828,BRL,566835,,,"$566,835.00 ",,,,0.48,Mixed Use
-83.600828,42.591916,571,2201807007,Milford Place ,2018/07/31 00:00:00+00,Milford,505 N. Main Street,Oakland,16-10-228-003,42.591916,-83.600828,381,1167949,"$601,114 ",,"$566,835 ",,,,0.48,"Mixed Use, Office, Residental"
-86.2051,43.07692,572,2200801001,Mill Point Station (former Miller-Smith site),2008/01/11 00:00:00+00,Spring Lake,601 West Savidge Street (M-104),Ottawa,"70-03-15-355-001, 70-03-15-354-003 (-006)",43.07692,-86.2051,381,168700,"$168,700 ",,,0,,0,2.84,CBD Central Business District
-84.117778,44.4236110000001,573,2201009012,Mill Pond - Metcalf Proiperty,2010/09/27 00:00:00+00,Rose City,200 Agnes St.,Ogemaw,<null> ,44.423611,-84.117778,<null> ,0,,,,0,Yes,0,14,Recreational
-83.7947369999999,42.1706050000001,574,2200807040,Mill Pond Park Waterfront Development,2008/07/07 00:00:00+00,Saline,565 W Bennett St,Washtenaw,<null> ,42.170605,-83.794737,WRG,103606,,,,103606,,0,54,Park/Recreational
-83.155833,42.236389,575,2200404004,Mill Street Plant,2004/04/20 00:00:00+00,Ecorse,205 Mill St.,Wayne,<null> ,42.236389,-83.155833,<null> ,0,,,,0,Yes,0,58,Residential
-83.46056,42.37096,576,220190316,Mill Street Towns,2019/01/08 00:00:00+00,Plymouth, 100 South Mill Street ,Wayne,006-09-0643-300,42.37096,-83.46056,"RMG, BRL",1000000,,,,,,,10,Residential
-86.23153,43.064848,577,2201012018,Mindset / Columbus Avenue,2010/12/21 00:00:00+00,Grand Haven,128 Columbus Avenue,OTTAWA,<null> ,43.064848,-86.23153,BRG,220000,,"$220,000 ",,0,,0,0.28,Commercial
-85.41425,44.2574290000001,578,2201708861,Mitchell Bentley - Cadillac - Site Assessment,2017/08/07 00:00:00+00,Cadillac,514 W Wright Street,Wexford,10-068-00-001-00,44.257429,-85.41425,BRG,40000,,"$40,000 ",,,,,10.94,
-85.41399,44.257456,579,220190347,Mitchell Bentley Solar Garden,2019/03/28 00:00:00+00,Cadillac,514 West Wright Street,Wexford,10-068-00-001-00,44.257456,-85.41399,"RMG, BRL",1000000,,"$700,000 ","$300,000 ",,,,10.94,Solar Garden
-85.5599999999999,44.7408330000001,580,2201006007,Mitchell Creek/Three Mile Rd.,2010/06/24 00:00:00+00,Traverse City,3 Mile & Munson Ave.,Grand Traverse,<null> ,44.740833,-85.56,<null> ,0,,,,0,Yes,0,2.82,Commercial
-86.238279,43.186965,581,2200807022,Mona Lake Park Redevelopment,2008/07/07 00:00:00+00,Muskegon Heights,"Seaway Drive, between Green and Hoyt St.",MUSKEGON,<null> ,43.186965,-86.238279,WRG,100000,,,,100000,,0,34,Park/Recreational
-86.2344439999999,43.196667,582,2200610031,Mona Terrace Development,2006/10/03 00:00:00+00,Muskegon Heights,3030 Wood Street,MUSKEGON,<null> ,43.196667,-86.234444,"BRG, RRL",2000000,,"$1,000,000 ","$1,000,000 ",0,,0,51,Residential
-86.2344439999999,43.196667,583,2200709023,Mona Terrace Former WWTP,2007/09/13 00:00:00+00,Muskegon Hts.,3030 Wood Street,Muskegon,<null> ,43.196667,-86.234444,<null> ,0,,,,0,Yes,0,8.26,Residential
-83.356121,41.8995360000001,584,2200512030,"Monroe Recycling, LLC",2005/12/07 00:00:00+00,Monroe,10 and 12 Port Avenue,Monroe,54-49-01527-004,41.899536,-83.356121,381,2603355,"$2,603,355 ",,,0,,0,14.29,General Industrial
-83.410454,41.9181810000001,585,2199611053,Monroe Steel Casting Plant,1996/11/15 00:00:00+00,Monroe,917 W Front Street,MONROE,"19-00901-000,19-000901-002",41.918181,-83.410454,SRG,1090000,,"$1,090,000 ",,0,,0,1.5,Residential
-84.408611,42.2688890000001,586,2200108036,Monroe Street,2001/08/06 00:00:00+00,Jackson,W. Monroe St. between Grand River & RR,Jackson,<null> ,42.268889,-84.408611,<null> ,0,,,,0,Yes,0,4.32,Comm. Dev.
-86.3527799999999,43.4158800000001,587,2199908031,Montague Waterfront (Montague Foods),1999/08/05 00:00:00+00,Montague,4540 Dowling St.,MUSKEGON,<null> ,43.41588,-86.35278,WRG,662500,,,,662500,,0,0,Commercial/Park/Recreational
-83.183345,42.5156160000001,588,2201407025,Morisette Auto #50005930,2014/07/24 00:00:00+00,Royal Oak,30712-30734 Woodward Avenue,Oakland,"25-08-101-020, 25-08-101-022",42.515616,-83.183345,381,81115,"$81,115 ",,,0,,0,0.39,commercial
-83.907788,43.5778060000001,589,2199410018,Morton St.,1994/10/18 00:00:00+00,Bay City,"209, 223, 405 Morton St",BAY,<null> ,43.577806,-83.907788,SAF,66825,,"$66,825 ",,0,,0,0,No Development
-83.148333,42.3863890000001,590,2199511008,Motor & Machine Casting,1995/11/09 00:00:00+00,Detroit,7742 W Davison Ave.,Wayne,<null> ,42.386389,-83.148333,<null> ,0,,,,0,Yes,0,5,Unknown
-84.792525,43.6159050000001,591,2201306012,Mt. Pleasant Regional Center,2013/06/18 00:00:00+00,Mt. Pleasant,"1400 West Pickard,Woodside Drive",ISABELLA,"15-001-00,15-002-00",43.615905,-84.792525,BRL,1000000,,,"$1,000,000 ",0,,0,296,Mixed Use
-84.779341,43.6048640000001,592,2199908032,Mt. Pleasant Riverfront,1999/08/05 00:00:00+00,Mt. Pleasant,320 W Broadway St,ISABELLA,<null> ,43.604864,-84.779341,WRG,215000,,,,215000,,0,0,Commercial/Residential
-85.67947,42.9634500000001,593,2199309003,Mt. Vernon Foundry (Grand Rapids),1993/09/09 00:00:00+00,Grand Rapids,401 Fulton W,KENT,<null> ,42.96345,-85.67947,SRG,2000000,,"$2,000,000 ",,0,,0,0,Government/Non Profit
-83.149412,42.257915,594,2199607034,MT. Zion Baptist Church Property-Ecorse,1996/07/16 00:00:00+00,Ecorse,3936 12th St ,WAYNE,<null> ,42.257915,-83.149412,SAF,125000,,"$125,000 ",,0,,0,20,Government/Non Profit
-83.156382,42.211235,595,2199311006,Mulberry Development/Group Eight (City of Wyandotte),1993/11/16 00:00:00+00,Wyandotte,"2200 4th Street,511 Cedar,2246 3rd Street,",WAYNE,"57-012-08-0001-000,57-012-11-0050-000",42.211235,-83.156382,"SRG, RRL",1126000,,"$182,000 ","$944,000 ",0,,0,12,Residential
-84.206245,44.2459610000001,596,2200705017,Mulch Manufacturing,2007/05/30 00:00:00+00,West Branch Township,2790 Refinery Rd,OGEMAW,<null> ,44.245961,-84.206245,"BRL,BRG",775000,,"$450,000 ","$325,000 ",0,,0,29,Industrial
-83.13784,42.4598500000001,597,2199607035,Municipal Parking Lots(West Troy Parking lot),1996/07/16 00:00:00+00,Ferndale,corner of W Troy & Allen St,OAKLAND,<null> ,42.45985,-83.13784,SAF,31000,,"$31,000 ",,0,,0,1.5,Commercial
-85.92434,43.3479800000001,598,2200408025,Muskegon Areawide,2004/08/31 00:00:00+00,Muskegon,<null> ,MUSKEGON,<null> ,43.34798,-85.92434,"SAF,BRL",1000000,,"$500,000 ","$500,000 ",0,,0,0,Commercial
-86.2251429999999,43.2114080000001,599,2200806020,Muskegon Family Care Expansion,2008/06/30 00:00:00+00,Muskegon Heights,2221 Getty Street,MUSKEGON,"26-790-008-0014-00,26-790-008-0001-00,26-790-008-0019-00",43.211408,-86.225143,BRG,200000,,"$200,000 ",,0,,0,0.76,Commercial
-86.2447299999999,43.201037,600,2200812038,Muskegon Heights Downtown Development Authority,2008/12/18 00:00:00+00,Muskegon Heights,"150 W. Broadway, 22 E. Broadway",MUSKEGON,<null> ,43.201037,-86.24473,SAF,80000,,"$80,000 ",,0,,0,0,Not Required
-86.252175,43.241997,601,2200207019,Muskegon Lakeshore Smart Zone,2002/07/31 00:00:00+00,Muskegon,601 Terrace St,MUSKEGON,<null> ,43.241997,-86.252175,BRG,1000000,,"$1,000,000 ",,0,,0,0,Industrial/Commercial/Residential
-86.24153,43.2352100000001,602,2199410019,Muskegon Shoreline,1994/10/18 00:00:00+00,Muskegon,<null> ,MUSKEGON,<null> ,43.23521,-86.24153,SAF,1000000,,"$1,000,000 ",,0,,0,0,Residential/Commercial
-86.2566429999999,43.233577,603,2200004016,Muskegon Waterfront,2000/04/13 00:00:00+00,Muskegon,550 W Western Ave,MUSKEGON,<null> ,43.233577,-86.256643,WRG,2311418,,,,2311418,,0,0,Commercial
-84.716863,45.865571,604,2199410020,N. 251 S. State St./Abandon Starline,1994/10/18 00:00:00+00,Saint Ignace,251 N. State St.,MACKINAC,<null> ,45.865571,-84.716863,SAF,15000,,"$15,000 ",,0,,0,0,Park/Recreational
-83.693585,43.0429480000001,605,2199607036,N. Saginaw / Leith,1996/07/16 00:00:00+00,Flint,2918 Saginaw St,GENESEE,<null> ,43.042948,-83.693585,SAF,28650,,"$28,650 ",,0,,0,5,Commercial
-83.693201,43.0278020000001,606,2199607037,"N. Saginaw/Cornelia (University Park Housing), Flint",1996/07/16 00:00:00+00,Flint,Flint N. Saginaw & Cornelia St.,GENESEE,<null> ,43.027802,-83.693201,SAF,224125,,"$224,125 ",,0,,0,64,Residential
-83.888721,43.603734,607,2199410021,N. Water & First St./Federal Bankruptcy Court SA,1994/10/18 00:00:00+00,Bay City,111 First St.,BAY,<null> ,43.603734,-83.888721,SAF,100000,,"$100,000 ",,0,,0,0,Government/Non Profit
-83.169853,42.2458930000001,608,2199904008,Nagel Residence,1999/04/15 00:00:00+00,Lincoln Park,866 White St.,Wayne,<null> ,42.245893,-83.169853,<null> ,0,,,,0,Yes,0,0.5,Residential
-87.5477779999999,46.5302780000001,609,2200604011,Negaunee Snowplow,2006/04/27 00:00:00+00,Negaunee,184 US-41,Marquette,<null> ,46.530278,-87.547778,<null> ,0,,,,0,Yes,0,1.5,Commercial
-87.384308,46.5541640000001,610,2201412038,Nestledown Bed & Breakfast,2014/12/09 00:00:00+00,Marquette,975 Lakeshore Blvd,Marquette,52-52-003-700-72,46.554164,-87.384308,381,69990,"$69,990 ",,,0,,0,1.01,Deferred Development
-83.074559,42.3659240000001,611,2200106029,New Amsterdam,2001/06/12 00:00:00+00,Detroit,6200 2nd Ave ,WAYNE,<null> ,42.365924,-83.074559,BRG,750000,,"$750,000 ",,0,,0,0,Residential
-85.851009,42.535981,612,2199910046,New Rockwell Facility,1999/10/25 00:00:00+00,Allegan,248/249 North Street,Allegan,"0351-200-065-00, 0351-215-015-00",42.535981,-85.851009,381,187000,"$187,000 ",,,0,,0,30.4,M-1 Manufacturing
-84.245801,42.1099360000001,613,2200809033,NextGen Energy Headquarters & R&D Center,2008/09/19 00:00:00+00,Brooklyn,221 Mill Street,JACKSON,"000-20-19-151-002-01,000-20-19-151-003-00",42.109936,-84.245801,BRL,228965,,,"$228,965 ",0,,0,5.11,Commercial
-84.779896,42.258289,614,2199410022,"Niecko Property/26742 W. Mich Ave., Albion",1994/10/18 00:00:00+00,Albion,26742 W. Mich Ave,CALHOUN,<null> ,42.258289,-84.779896,SAF,3000,,"$3,000 ",,0,,0,6,No Development
-83.43258,45.0681200000001,615,2200610036,NOAA Project (part of former Fletcher Paper property),2006/10/23 00:00:00+00,Alpena,500 West Fletcher Street,Alpena,092-297-000-133-00,45.06812,-83.43258,381,79632,"$79,632 ",,,0,,0,2.87,Planned Unit Development
-85.5761919999999,42.2970730000001,616,2201402004,Norbridge Building Redevelopment Project,2014/02/11 00:00:00+00,Kalamazoo,515 East Ransom and 510 East North Street,Kalamazoo,"06-15-269-312, 06-15-263-010",42.297073,-85.576192,381,67500,"$67,500 ",,,0,,0,0.93,Commercial Mixed Use
-85.637778,44.793889,617,2201209017,Norris School Redevelopment,2012/09/12 00:00:00+00,Traverse City,10781 East Cherry Bend Rd.,Grand Traverse,<null> ,44.793889,-85.637778,<null> ,0,,,,0,Yes,0,4.65,Comm. Education/Rec.
-83.731075,43.061717,618,2201703855,North Flint Food Market,2017/03/31 00:00:00+00,Flint,2320 & 2360 W Pierson Rd,Genesee,46-26-351-045 & 46-26-351-044,43.061717,-83.731075,BRG,82589,,"$82,589 ",,,,,7.67,Commercial
-86.473056,42.1111110000001,619,2200307014,North Industrial Island,2003/07/31 00:00:00+00,St. Joseph,220 N. Wayne St.,Berrien,<null> ,42.111111,-86.473056,<null> ,0,,,,0,Yes,0,10,Comm./Ind.
-86.2005559999999,41.8830560000001,620,2200111046,North Niles Ind. Park,2001/11/09 00:00:00+00,Niles,"Between White, Hand, Korn Rds. & RR",Berrien,<null> ,41.883056,-86.200556,<null> ,0,,,,0,Yes,0,179.7,Ind. park
-86.4512319999999,42.1191450000001,621,2199811027,"North of Main Industrial Area (Atlantic Automotive), Benton Harbor",1998/11/04 00:00:00+00,Benton Harbor,Park St.,BERRIEN,<null> ,42.119145,-86.451232,SRG,2000000,,"$2,000,000 ",,0,,0,20,Industrial
-85.650899,44.763358,622,2200005034,North Royal Drive (Van Wagoner Property),2000/05/23 00:00:00+00,Traverse City,North Royal Drive,Grand Traverse,315-007-010,44.763358,-85.650899,381,66850,"$66,850 ",,,0,,0,1.21,Commercial (C101)
-82.9485309999999,42.386875,623,2200212034,North Side of Mack and Alter - Spec Site,2002/12/13 00:00:00+00,Detroit,Mack and Alter (13 parcels),Wayne,"21-062324, 21-062325, 21-062326, 21-2327, 21-061147, 21-061146, 21-061145, 21-001375, 21-001376, 21-001377, 21-001378, 21-0011379, 21-001380",42.386875,-82.948531,381,56500,"$56,500 ",,,0,,0,1.2,B-4 General Business District
-86.1123949999999,42.8023190000001,624,2201505010,North Side Triangle Partners,2015/05/19 00:00:00+00,Holland,"147 N. River, 82-98 Douglas Avenue",Ottawa,"70-16-20-331-005, -004, -006",42.802319,-86.112395,381,298246,"$298,246 ",,,0,,0,0,<null> 
-85.0683329999999,44.886944,625,2200709027,North Tar Lake ETA,2007/09/20 00:00:00+00,Mancelona,E. Elder Road at Peckham Lake,Antrim,<null> ,44.886944,-85.068333,<null> ,0,,,,0,Yes,0,4,Residential
-84.692097,44.999043,626,2201002001,Northern Michigan Eco-Industrial Park,2010/02/02 00:00:00+00,Gaylord,"2212 Dickerson Rd,  Gaylord MI 49735",OTSEGO,69-102-700-000-002-00,44.999043,-84.692097,BRG,743750,,"$743,750 ",,0,,0,933,Industrial
-87.05785,45.7475400000001,627,2199607038,Northern Motors Rebuilders,1996/07/16 00:00:00+00,Escanaba,800 1st Avenue North,DELTA,<null> ,45.74754,-87.05785,SAF,25000,,"$25,000 ",,0,,0,0,Industrial
-86.3541059999999,43.4167860000001,628,2199912052,Northland Castings Corporation Site,1999/12/07 00:00:00+00,Montague,8710 Water Street,Muskegon,21-161-008-001-000,43.416786,-86.354106,381,10900,"$10,900 ",,,0,,0,0,C-1 Community Commercial
-83.485124,42.4312160000001,629,2201202003,Northville Garage,2012/02/10 00:00:00+00,Northville,202 WestMaain St,WAYNE,"82-480-020-105-140-03,82-480-020-105-140-04,82-480-020-105-140-01,82-480-020-105-140-02",42.431216,-83.485124,BRG,249600,,"$249,600 ",,0,,0,0.45,Commercial
-87.8886919999999,45.785216,630,2200408026,Norway Chair Factory,2004/08/31 00:00:00+00,Iron Mountain,1927 School St. (6tth),DICKINSON,<null> ,45.785216,-87.888692,SRG,220000,,"$220,000 ",,0,,0,2.25,No Development
-83.229861,42.1775230000001,631,2201005005,NWS Property,2010/05/19 00:00:00+00,Brownstown Township,18472 Allen Road,Wayne,70-006-99-0009-00,42.177523,-83.229861,381,238580,"$238,580 ",,,0,,0,0,I-1 Light Industrial
-84.505278,42.631944,632,2201405012,Nyeholt Steel,2014/05/22 00:00:00+00,Holt,1694 Cedar St.,Ingham,<null> ,42.631944,-84.505278,<null> ,0,,,,0,Yes,0,6.7,Commercial
-83.077843,42.4021230000001,633,2201601001,Oakland Teck Park X,2016/01/13 00:00:00+00,Highland Park,12600 Oakland Park Blvd,Wayne,43-014-01-0001-318,42.402123,-83.077843,381,131500,"$131,500 ",,,0,,0,17.7,Industrial
-82.9958329999999,43.7994440000001,634,2199710028,Old Block and Gugenheimer,1997/10/22 00:00:00+00,Bad Axe,Hanselman St. N of Soper Rd.,Huron,<null> ,43.799444,-82.995833,<null> ,0,,,,0,Yes,0,8,County Park Extension
-86.248348,45.950501,635,2199607039,Old Car Ferry Dock,1996/07/16 00:00:00+00,Manistique,end Harbor View Dr,SCHOOLCRAFT,<null> ,45.950501,-86.248348,SAF,70000,,"$70,000 ",,0,,0,0,Commercial
-85.505556,46.3586110000001,636,2199905012,Old Charcoal Iron,1999/05/13 00:00:00+00,Newberry,NE corner M-123Railroad St.,Luce,<null> ,46.358611,-85.505556,<null> ,0,,,,0,Yes,0,42,Park
-86.258611,42.1930560000001,637,2200304004,Old Mill Pond//Watevliet,2003/04/21 00:00:00+00,Watervliet,SE corner Main St./Paw Paw River,Van Buren,<null> ,42.193056,-86.258611,<null> ,0,,,,0,Yes,0,7.25,Residential
-87.904892,45.791368,638,2199607012,Old Norway Landfill,1996/07/12 00:00:00+00,Norway,1235 Main St,DICKINSON,<null> ,45.791368,-87.904892,SAF,25000,,"$25,000 ",,0,,0,0,No Development
-85.849069,42.5294680000001,639,2199909037,Old Police Station Property,1999/09/06 00:00:00+00,Allegan,428 Water Street,Allegan,<null> ,42.529468,-85.849069,381,163000,"$163,000 ",,,0,,0,0,C-1 Central Business District
-83.9005559999999,43.5894440000001,640,2199806017,Old Smokestack,1998/06/18 00:00:00+00,Bay City,Behind 406 S. Arbor St.,Bay,<null> ,43.589444,-83.900556,<null> ,0,,,,0,Yes,0,1.77,Unknown
-82.693156,42.537876,641,2200309024,Old South Channel Lights,2003/09/29 00:00:00+00,Clay Township,St. Clair River,SAINT CLAIR,<null> ,42.537876,-82.693156,WRG,450000,,,,450000,,0,0,Not Required
-85.193856,42.323341,642,2199908033,Old Sullivan Barn Waterfront Development,1999/08/05 00:00:00+00,Battle Creek,59 S Cass St,CALHOUN,<null> ,42.323341,-85.193856,WRG,280000,,,,280000,,0,0,Commercial
-83.1277039999999,42.343552,643,2199602001,Old World Trade Center,1996/02/29 00:00:00+00,Detroit,5900 Livernois Ave.,Wayne,<null> ,42.343552,-83.127704,<null> ,0,,,,0,Yes,0,8,Unknown
-85.672714,42.970743,644,2201506016,OMH LLC,2015/06/15 00:00:00+00,Grand Rapids,201 Michigan Street NW,Kent,41-13-24-480-002,42.970743,-85.672714,381,69400,"$69,400 ",,,0,,0,0,same as existing
-84.227235,45.3578900000001,645,2201103002,Onaway Dollar General,2011/03/22 00:00:00+00,Onaway,20651 State St.,PRESQUE ISLE,"160-080-000-021-00,160-080-000-022-00,160-080-000-033-04",45.35789,-84.227235,BRG,300000,,"$300,000 ",,0,,0,1.1,Commercial
-85.016475,45.2134150000001,646,2200909020,One Water Street (Former Railroad Roundhouse),2009/09/03 00:00:00+00,Boyne City,1 Water Street,Charlevoix,15-051-445-082-10,45.213415,-85.016475,381,772323,"$772,323 ",,,0,,0,2.5,Waterfront Marina District with conditional use
-85.575972,42.296707,647,2200106028,One Way Products (Willard/Walbridge Block),2001/06/08 00:00:00+00,Kalamazoo,514 East Ransom Street,Kalamazoo,06-15-273-003,42.296707,-85.575972,381,17854,"$17,854 ",,,0,,0,1.54,2-Light Manufacturing
-85.65,44.7825,648,2201205012,Orchardview,2012/05/23 00:00:00+00,Traverse City,10200 East Carter Rd.,Grand Traverse,<null> ,44.7825,-85.65,<null> ,0,,,,0,Yes,0,9.38,Residential
-83.028515,42.3338660000001,649,2201412039,Orleans Landing,2014/12/11 00:00:00+00,Detrroit,"East Atwater, Franklin Street, Orleans Street, and Woodbridge Street",Wayne,Ward 7/Items 009-044,42.333866,-83.028515,381,3017398,"$3,017,398 ",,,0,,0,7.7,Mixed use/residential
-83.028333,42.3388890000001,650,2201406018,Orleans Landing,2014/06/04 00:00:00+00,Detroit,"Bounded by Woodbridge St, Orleans St, Atwater St,",WAYNE,Ward 7/Items 009-044,42.338889,-83.028333,BRG,1000000,,"$1,000,000 ",,0,,0,7.7,Mixed Use
-85.290373,43.899931,651,2201911016,Osceola County SAG,2018/06/18 00:00:00+00,Evart,901 West Seventh Street,Osceola,51-150-003-00,43.899931,-85.290373,"SAG, RPF, supplemental",83000,,"$83,000 ",,,,,15.43,County to sell
-88.4597219999999,47.2291670000001,652,2200209023,Osceola Shaft #13,2002/09/23 00:00:00+00,Osceola Twp.,NW corner Millionaire/Church Sts.,Houghton,<null> ,47.229167,-88.459722,<null> ,0,,,,0,Yes,0,25.05,National Park
